instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
8600,2011-12-25,4,0,12,7,0,6,0,3,0.1239,0.1371,0.2939,0.5428,11,20,31
8601,2011-12-25,4,0,12,8,0,6,0,3,0.1152,0.1186,0.3178,0.5449,16,27,43
8602,2011-12-25,4,0,12,9,0,6,0,3,0.1042,0.1189,0.3039,0.4938,24,42,66
8603,2011-12-25,4,0,12,10,0,6,0,3,0.1058,0.1278,0.2913,0.5476,41,73,114
8604,2011-12-25,4,0,12,11,0,6,0,3,0.1233,0.1403,0.2529,0.5457,60,106,166
8605,2011-12-25,4,0,12,12,0,6,0,3,0.1199,0.1066,0.268,0.5336,68,120,188
8606,2011-12-25,4,0,12,13,0,6,0,3,0.1084,0.1378,0.3039,0.5019,58,101,159
8607,2011-12-25,4,0,12,14,0,6,0,3,0.0976,0.1234,0.2987,0.5366,71,126,197
8608,2011-12-25,4,0,12,15,0,6,0,3,0.091,0.1319,0.2691,0.551,68,119,187
8609,2011-12-25,4,0,12,16,0,6,0,3,0.0957,0.1442,0.2391,0.5129,46,81,127
8610,2011-12-25,4,0,12,17,0,6,0,3,0.098,0.1395,0.3312,0.5474,29,50,79
8611,2011-12-25,4,0,12,18,0,6,0,3,0.0911,0.1066,0.2744,0.5142,18,32,50
8612,2011-12-25,4,0,12,19,0,6,0,3,0.0907,0.1131,0.2537,0.5442,10,17,27
8613,2011-12-25,4,0,12,20,0,6,0,3,0.095,0.1415,0.3098,0.5311,5,10,15
8614,2011-12-25,4,0,12,21,0,6,0,3,0.0929,0.1439,0.2761,0.5348,2,3,5
8615,2011-12-25,4,0,12,22,0,6,0,3,0.1012,0.1365,0.3285,0.5216,1,1,2
8616,2011-12-25,4,0,12,23,0,6,0,3,0.1267,0.1081,0.2559,0.5142,1,1,2
8617,2011-12-26,4,0,12,0,1,0,0,2,0.0686,0.0475,0.6093,0.1824,1,1,2
8618,2011-12-26,4,0,12,1,1,0,0,2,0.0586,0.0253,0.6577,0.1792,1,2,3
8619,2011-12-26,4,0,12,2,1,0,0,2,0.0778,0.0458,0.6146,0.1538,1,2,3
8620,2011-12-26,4,0,12,3,1,0,0,2,0.0776,0.0555,0.6057,0.1775,1,1,2
8621,2011-12-26,4,0,12,4,1,0,0,2,0.07,0.0335,0.6585,0.1568,1,2,3
8622,2011-12-26,4,0,12,5,1,0,0,2,0.0603,0.0546,0.589,0.1739,2,6,8
8623,2011-12-26,4,0,12,6,1,0,0,2,0.0763,0.0441,0.6739,0.1592,5,12,17
8624,2011-12-26,4,0,12,7,1,0,0,2,0.0521,0.0593,0.6692,0.1865,11,26,37
8625,2011-12-26,4,0,12,8,1,0,0,2,0.0499,0.0421,0.5891,0.1465,22,52,74
8626,2011-12-26,4,0,12,9,1,0,0,2,0.0486,0.0427,0.6553,0.1698,36,84,120
8627,2011-12-26,4,0,12,10,1,0,0,2,0.0505,0.0368,0.6763,0.1527,49,115,164
8628,2011-12-26,4,0,12,11,1,0,0,2,0.0803,0.037,0.6744,0.177,72,166,238
8629,2011-12-26,4,0,12,12,1,0,0,2,0.0845,0.0542,0.652,0.1602,67,157,224
8630,2011-12-26,4,0,12,13,1,0,0,2,0.0644,0.0626,0.5828,0.1761,65,152,217
8631,2011-12-26,4,0,12,14,1,0,0,2,0.0486,0.0502,0.6046,0.1518,61,141,202
8632,2011-12-26,4,0,12,15,1,0,0,2,0.0518,0.0486,0.6345,0.1883,57,133,190
8633,2011-12-26,4,0,12,16,1,0,0,2,0.0534,0.0303,0.6557,0.1634,45,105,150
8634,2011-12-26,4,0,12,17,1,0,0,2,0.0832,0.0415,0.6294,0.1544,28,67,95
8635,2011-12-26,4,0,12,18,1,0,0,2,0.0481,0.0307,0.5813,0.1507,21,49,70
8636,2011-12-26,4,0,12,19,1,0,0,2,0.0503,0.0243,0.6453,0.1613,9,21,30
8637,2011-12-26,4,0,12,20,1,0,0,2,0.0577,0.0314,0.6265,0.1815,4,10,14
8638,2011-12-26,4,0,12,21,1,0,0,2,0.0846,0.0622,0.5896,0.1893,2,4,6
8639,2011-12-26,4,0,12,22,1,0,0,2,0.0616,0.0463,0.5984,0.1741,1,2,3
8640,2011-12-26,4,0,12,23,1,0,0,2,0.0822,0.0392,0.6163,0.1883,1,2,3
8641,2011-12-27,4,0,12,0,0,1,1,1,0.0721,0.0674,0.3475,0.1788,1,4,5
8642,2011-12-27,4,0,12,1,0,1,1,1,0.067,0.0828,0.2802,0.1843,1,3,4
8643,2011-12-27,4,0,12,2,0,1,1,1,0.0771,0.0799,0.3408,0.2006,1,5,6
8644,2011-12-27,4,0,12,3,0,1,1,1,0.0553,0.0585,0.3484,0.1837,2,7,9
8645,2011-12-27,4,0,12,4,0,1,1,1,0.0772,0.0723,0.3343,0.2057,6,18,24
8646,2011-12-27,4,0,12,5,0,1,1,1,0.0591,0.0838,0.3023,0.1797,19,53,72
8647,2011-12-27,4,0,12,6,0,1,1,1,0.0765,0.0675,0.3027,0.198,34,93,127
8648,2011-12-27,4,0,12,7,0,1,1,1,0.0604,0.0895,0.3085,0.1998,47,128,175
8649,2011-12-27,4,0,12,8,0,1,1,1,0.0609,0.0776,0.2886,0.1849,67,182,249
8650,2011-12-27,4,0,12,9,0,1,1,1,0.0805,0.0638,0.3155,0.1839,51,139,190
8651,2011-12-27,4,0,12,10,0,1,1,1,0.0821,0.0695,0.3623,0.1858,32,89,121
8652,2011-12-27,4,0,12,11,0,1,1,1,0.0581,0.0649,0.3374,0.1619,22,59,81
8653,2011-12-27,4,0,12,12,0,1,1,1,0.0943,0.0898,0.3424,0.1974,10,29,39
8654,2011-12-27,4,0,12,13,0,1,1,1,0.0814,0.0821,0.2883,0.1892,13,36,49
8655,2011-12-27,4,0,12,14,0,1,1,1,0.0796,0.0772,0.2887,0.1722,31,83,114
8656,2011-12-27,4,0,12,15,0,1,1,1,0.0857,0.0713,0.3516,0.1727,61,166,227
8657,2011-12-27,4,0,12,16,0,1,1,1,0.0724,0.0883,0.327,0.1827,76,206,282
8658,2011-12-27,4,0,12,17,0,1,1,1,0.0603,0.0654,0.3167,0.1935,92,251,343
8659,2011-12-27,4,0,12,18,0,1,1,1,0.0908,0.0924,0.2718,0.1795,64,176,240
8660,2011-12-27,4,0,12,19,0,1,1,1,0.0797,0.0642,0.2781,0.162,56,154,210
8661,2011-12-27,4,0,12,20,0,1,1,1,0.0658,0.0755,0.2682,0.1943,26,70,96
8662,2011-12-27,4,0,12,21,0,1,1,1,0.0809,0.0918,0.3168,0.1924,11,29,40
8663,2011-12-27,4,0,12,22,0,1,1,1,0.0832,0.0805,0.3219,0.1951,4,11,15
8664,2011-12-27,4,0,12,23,0,1,1,1,0.0763,0.088,0.3198,0.1947,2,4,6
8665,2011-12-28,4,0,12,0,0,2,1,2,0.1079,0.1433,0.5792,0.4362,1,3,4
8666,2011-12-28,4,0,12,1,0,2,1,2,0.1338,0.1563,0.6076,0.4066,1,4,5
8667,2011-12-28,4,0,12,2,0,2,1,2,0.139,0.1381,0.5936,0.3939,1,4,5
8668,2011-12-28,4,0,12,3,0,2,1,2,0.1413,0.1438,0.6099,0.4242,2,8,10
8669,2011-12-28,4,0,12,4,0,2,1,2,0.1215,0.1366,0.6364,0.407,6,18,24
8670,2011-12-28,4,0,12,5,0,2,1,2,0.1333,0.1307,0.6466,0.3888,14,46,60
8671,2011-12-28,4,0,12,6,0,2,1,2,0.1064,0.1304,0.6208,0.4073,25,78,103
8672,2011-12-28,4,0,12,7,0,2,1,2,0.1279,0.1503,0.6101,0.4347,37,115,152
8673,2011-12-28,4,0,12,8,0,2,1,2,0.1199,0.1307,0.6343,0.433,52,163,215
8674,2011-12-28,4,0,12,9,0,2,1,2,0.1112,0.1377,0.6428,0.4058,52,161,213
8675,2011-12-28,4,0,12,10,0,2,1,2,0.1129,0.1368,0.6043,0.4226,27,83,110
8676,2011-12-28,4,0,12,11,0,2,1,2,0.1162,0.1312,0.625,0.4459,18,54,72
8677,2011-12-28,4,0,12,12,0,2,1,2,0.1317,0.1377,0.6749,0.4178,9,26,35
8678,2011-12-28,4,0,12,13,0,2,1,2,0.1049,0.1426,0.5861,0.3883,14,45,59
8679,2011-12-28,4,0,12,14,0,2,1,2,0.1068,0.1456,0.6508,0.4125,24,74,98
8680,2011-12-28,4,0,12,15,0,2,1,2,0.1218,0.141,0.6127,0.3975,52,164,216
8681,2011-12-28,4,0,12,16,0,2,1,2,0.1352,0.1257,0.5986,0.4236,71,223,294
8682,2011-12-28,4,0,12,17,0,2,1,2,0.144,0.1482,0.631,0.4049,71,223,294
8683,2011-12-28,4,0,12,18,0,2,1,2,0.1198,0.1328,0.6462,0.438,55,171,226
8684,2011-12-28,4,0,12,19,0,2,1,2,0.1353,0.1314,0.578,0.4397,39,122,161
8685,2011-12-28,4,0,12,20,0,2,1,2,0.1428,0.1342,0.6102,0.415,26,82,108
8686,2011-12-28,4,0,12,21,0,2,1,2,0.1125,0.1485,0.6048,0.4345,10,33,43
8687,2011-12-28,4,0,12,22,0,2,1,2,0.1345,0.1407,0.6183,0.4279,3,8,11
8688,2011-12-28,4,0,12,23,0,2,1,2,0.115,0.1256,0.5976,0.3947,1,4,5
8689,2011-12-29,4,0,12,0,0,3,1,2,0.137,0.1396,0.5209,0.2641,2,5,7
8690,2011-12-29,4,0,12,1,0,3,1,2,0.1393,0.1211,0.5974,0.2621,1,5,6
8691,2011-12-29,4,0,12,2,0,3,1,2,0.1129,0.1378,0.5911,0.2578,1,4,5
8692,2011-12-29,4,0,12,3,0,3,1,2,0.1304,0.1172,0.5237,0.2803,2,7,9
8693,2011-12-29,4,0,12,4,0,3,1,2,0.1142,0.1382,0.5497,0.2835,8,28,36
8694,2011-12-29,4,0,12,5,0,3,1,2,0.1228,0.1366,0.5422,0.2823,17,56,73
8695,2011-12-29,4,0,12,6,0,3,1,2,0.1417,0.1092,0.5535,0.2453,39,131,170
8696,2011-12-29,4,0,12,7,0,3,1,2,0.1247,0.1405,0.589,0.2558,48,161,209
8697,2011-12-29,4,0,12,8,0,3,1,2,0.1432,0.1208,0.5675,0.2446,50,170,220
8698,2011-12-29,4,0,12,9,0,3,1,2,0.1171,0.1166,0.61,0.2886,55,185,240
8699,2011-12-29,4,0,12,10,0,3,1,2,0.1123,0.1078,0.5614,0.3005,39,132,171
8700,2011-12-29,4,0,12,11,0,3,1,2,0.114,0.1401,0.5969,0.2938,16,52,68
8701,2011-12-29,4,0,12,12,0,3,1,2,0.1316,0.1404,0.5489,0.2529,10,33,43
8702,2011-12-29,4,0,12,13,0,3,1,2,0.1391,0.1364,0.5751,0.2722,13,42,55
8703,2011-12-29,4,0,12,14,0,3,1,2,0.1068,0.1436,0.5491,0.2572,31,106,137
8704,2011-12-29,4,0,12,15,0,3,1,2,0.1261,0.1336,0.5945,0.2988,49,165,214
8705,2011-12-29,4,0,12,16,0,3,1,2,0.1159,0.1084,0.5221,0.2972,82,278,360
8706,2011-12-29,4,0,12,17,0,3,1,2,0.1084,0.1307,0.5997,0.2467,84,282,366
8707,2011-12-29,4,0,12,18,0,3,1,2,0.1297,0.1082,0.5448,0.2657,66,224,290
8708,2011-12-29,4,0,12,19,0,3,1,2,0.1449,0.1396,0.5754,0.2976,57,194,251
8709,2011-12-29,4,0,12,20,0,3,1,2,0.1202,0.1112,0.6082,0.2513,24,82,106
8710,2011-12-29,4,0,12,21,0,3,1,2,0.1095,0.1209,0.5494,0.2639,13,44,57
8711,2011-12-29,4,0,12,22,0,3,1,2,0.1359,0.1286,0.563,0.3008,4,11,15
8712,2011-12-29,4,0,12,23,0,3,1,2,0.135,0.1257,0.5617,0.2923,1,5,6
8713,2011-12-30,4,0,12,0,0,4,1,2,0.0324,0.0714,0.4439,0.4317,1,2,3
8714,2011-12-30,4,0,12,1,0,4,1,2,0.0373,0.0494,0.452,0.4381,1,2,3
8715,2011-12-30,4,0,12,2,0,4,1,2,0.028,0.0489,0.4168,0.4711,1,2,3
8716,2011-12-30,4,0,12,3,0,4,1,2,0.0571,0.0469,0.4626,0.4528,1,3,4
8717,2011-12-30,4,0,12,4,0,4,1,2,0.0488,0.0719,0.4823,0.4323,5,14,19
8718,2011-12-30,4,0,12,5,0,4,1,2,0.0344,0.0691,0.4879,0.4387,10,30,40
8719,2011-12-30,4,0,12,6,0,4,1,2,0.0648,0.0554,0.392,0.425,19,54,73
8720,2011-12-30,4,0,12,7,0,4,1,2,0.0362,0.0434,0.4173,0.4426,28,80,108
8721,2011-12-30,4,0,12,8,0,4,1,2,0.0334,0.0489,0.4357,0.4396,26,74,100
8722,2011-12-30,4,0,12,9,0,4,1,2,0.0635,0.0748,0.4239,0.4326,24,68,92
8723,2011-12-30,4,0,12,10,0,4,1,2,0.0555,0.0534,0.4434,0.4716,17,46,63
8724,2011-12-30,4,0,12,11,0,4,1,2,0.0574,0.0495,0.4514,0.4547,11,32,43
8725,2011-12-30,4,0,12,12,0,4,1,2,0.0658,0.0742,0.396,0.4673,7,21,28
8726,2011-12-30,4,0,12,13,0,4,1,2,0.052,0.0692,0.4233,0.4445,9,26,35
8727,2011-12-30,4,0,12,14,0,4,1,2,0.0281,0.0705,0.4513,0.4612,17,46,63
8728,2011-12-30,4,0,12,15,0,4,1,2,0.0486,0.0447,0.4719,0.4598,32,88,120
8729,2011-12-30,4,0,12,16,0,4,1,2,0.0649,0.0538,0.4088,0.4834,37,105,142
8730,2011-12-30,4,0,12,17,0,4,1,2,0.033,0.0426,0.4759,0.4433,42,116,158
8731,2011-12-30,4,0,12,18,0,4,1,2,0.0492,0.0754,0.4651,0.4529,36,101,137
8732,2011-12-30,4,0,12,19,0,4,1,2,0.0531,0.047,0.4136,0.4481,29,80,109
8733,2011-12-30,4,0,12,20,0,4,1,2,0.0423,0.0652,0.4816,0.4357,12,35,47
8734,2011-12-30,4,0,12,21,0,4,1,2,0.0392,0.0403,0.4331,0.4377,6,16,22
8735,2011-12-30,4,0,12,22,0,4,1,2,0.0323,0.0385,0.3999,0.4389,2,5,7
8736,2011-12-30,4,0,12,23,0,4,1,2,0.029,0.0665,0.487,0.4698,1,2,3
8737,2011-12-31,4,0,12,0,0,5,0,1,0.1307,0.0851,0.4917,0.1776,1,2,3
8738,2011-12-31,4,0,12,1,0,5,0,1,0.125,0.0966,0.4956,0.1651,1,1,2
8739,2011-12-31,4,0,12,2,0,5,0,1,0.1349,0.0742,0.4099,0.1706,1,2,3
8740,2011-12-31,4,0,12,3,0,5,0,1,0.1197,0.0944,0.4063,0.1946,1,1,2
8741,2011-12-31,4,0,12,4,0,5,0,1,0.1072,0.1018,0.4192,0.1752,1,2,3
8742,2011-12-31,4,0,12,5,0,5,0,1,0.1004,0.0941,0.4379,0.1749,2,5,7
8743,2011-12-31,4,0,12,6,0,5,0,1,0.101,0.0885,0.4891,0.1851,4,12,16
8744,2011-12-31,4,0,12,7,0,5,0,1,0.1058,0.1105,0.4728,0.1775,8,21,29
8745,2011-12-31,4,0,12,8,0,5,0,1,0.1282,0.0951,0.4669,0.2138,14,37,51
8746,2011-12-31,4,0,12,9,0,5,0,1,0.1258,0.0753,0.4156,0.2008,25,66,91
8747,2011-12-31,4,0,12,10,0,5,0,1,0.137,0.0966,0.423,0.1816,39,105,144
8748,2011-12-31,4,0,12,11,0,5,0,1,0.1352,0.1118,0.4189,0.2079,54,147,201
8749,2011-12-31,4,0,12,12,0,5,0,1,0.0991,0.0815,0.4088,0.1726,69,186,255
8750,2011-12-31,4,0,12,13,0,5,0,1,0.0998,0.0935,0.4573,0.1674,64,173,237
8751,2011-12-31,4,0,12,14,0,5,0,1,0.1025,0.0731,0.4517,0.1978,57,154,211
8752,2011-12-31,4,0,12,15,0,5,0,1,0.1214,0.0801,0.4673,0.2152,56,153,209
8753,2011-12-31,4,0,12,16,0,5,0,1,0.1252,0.0968,0.4096,0.2024,45,121,166
8754,2011-12-31,4,0,12,17,0,5,0,1,0.1042,0.079,0.4729,0.218,23,64,87
8755,2011-12-31,4,0,12,18,0,5,0,1,0.1109,0.0971,0.439,0.1757,14,39,53
8756,2011-12-31,4,0,12,19,0,5,0,1,0.1189,0.0998,0.4289,0.1871,8,20,28
8757,2011-12-31,4,0,12,20,0,5,0,1,0.1262,0.0735,0.4513,0.1765,5,13,18
8758,2011-12-31,4,0,12,21,0,5,0,1,0.0999,0.1129,0.433,0.2086,2,5,7
8759,2011-12-31,4,0,12,22,0,5,0,1,0.1235,0.1061,0.4206,0.1858,1,1,2
8760,2011-12-31,4,0,12,23,0,5,0,1,0.1331,0.0786,0.4926,0.1725,1,1,2
8761,2012-01-01,1,1,1,0,0,6,0,2,0.1678,0.1447,0.4581,0.4411,1,3,4
8762,2012-01-01,1,1,1,1,0,6,0,2,0.175,0.1265,0.4363,0.4096,1,3,4
8763,2012-01-01,1,1,1,2,0,6,0,2,0.1924,0.1259,0.4545,0.4462,1,3,4
8764,2012-01-01,1,1,1,3,0,6,0,2,0.1923,0.1382,0.4598,0.4273,1,4,5
8765,2012-01-01,1,1,1,4,0,6,0,2,0.1848,0.1504,0.4464,0.4242,1,3,4
8766,2012-01-01,1,1,1,5,0,6,0,2,0.1846,0.157,0.3753,0.4602,2,7,9
8767,2012-01-01,1,1,1,6,0,6,0,2,0.1782,0.136,0.3988,0.419,7,19,26
8768,2012-01-01,1,1,1,7,0,6,0,2,0.1736,0.1534,0.379,0.4092,11,33,44
8769,2012-01-01,1,1,1,8,0,6,0,2,0.1706,0.1528,0.4108,0.4096,22,67,89
8770,2012-01-01,1,1,1,9,0,6,0,2,0.164,0.1579,0.4046,0.4643,46,138,184
8771,2012-01-01,1,1,1,10,0,6,0,2,0.1743,0.1237,0.3846,0.4511,52,155,207
8772,2012-01-01,1,1,1,11,0,6,0,2,0.1655,0.1509,0.4623,0.4542,66,198,264
8773,2012-01-01,1,1,1,12,0,6,0,2,0.1542,0.1583,0.3832,0.4152,97,293,390
8774,2012-01-01,1,1,1,13,0,6,0,2,0.1863,0.1517,0.426,0.4383,82,248,330
8775,2012-01-01,1,1,1,14,0,6,0,2,0.1912,0.1318,0.4463,0.4597,81,242,323
8776,2012-01-01,1,1,1,15,0,6,0,2,0.1747,0.155,0.451,0.4251,93,278,371
8777,2012-01-01,1,1,1,16,0,6,0,2,0.1872,0.1539,0.4087,0.4217,69,206,275
8778,2012-01-01,1,1,1,17,0,6,0,2,0.1651,0.1528,0.3913,0.4559,47,140,187
8779,2012-01-01,1,1,1,18,0,6,0,2,0.1671,0.1264,0.3849,0.4426,29,89,118
8780,2012-01-01,1,1,1,19,0,6,0,2,0.1892,0.1394,0.4299,0.451,14,42,56
8781,2012-01-01,1,1,1,20,0,6,0,2,0.1883,0.1254,0.3839,0.4397,7,21,28
8782,2012-01-01,1,1,1,21,0,6,0,2,0.1542,0.1533,0.4048,0.4618,3,7,10
8783,2012-01-01,1,1,1,22,0,6,0,2,0.1745,0.137,0.3957,0.4666,1,4,5
8784,2012-01-01,1,1,1,23,0,6,0,2,0.1922,0.1569,0.4674,0.4285,1,2,3
8785,2012-01-02,1,1,1,0,1,0,0,3,0.175,0.1141,0.9251,0.1785,1,2,3
8786,2012-01-02,1,1,1,1,1,0,0,3,0.1596,0.1192,0.905,0.152,1,2,3
8787,2012-01-02,1,1,1,2,1,0,0,3,0.1878,0.0814,0.872,0.1598,1,2,3
8788,2012-01-02,1,1,1,3,1,0,0,3,0.158,0.1012,0.8968,0.1987,1,2,3
8789,2012-01-02,1,1,1,4,1,0,0,3,0.1688,0.1052,0.9028,0.1587,1,3,4
8790,2012-01-02,1,1,1,5,1,0,0,3,0.1889,0.1056,0.8965,0.1874,3,8,11
8791,2012-01-02,1,1,1,6,1,0,0,3,0.1509,0.1084,0.8736,0.1866,6,13,19
8792,2012-01-02,1,1,1,7,1,0,0,3,0.1675,0.1033,0.8762,0.1531,14,32,46
8793,2012-01-02,1,1,1,8,1,0,0,3,0.1817,0.1061,0.884,0.1999,23,53,76
8794,2012-01-02,1,1,1,9,1,0,0,3,0.1684,0.0843,0.9669,0.1706,41,93,134
8795,2012-01-02,1,1,1,10,1,0,0,3,0.151,0.1024,0.9464,0.1451,79,182,261
8796,2012-01-02,1,1,1,11,1,0,0,3,0.1587,0.099,0.9459,0.1545,74,171,245
8797,2012-01-02,1,1,1,12,1,0,0,3,0.1842,0.1147,0.9126,0.1644,83,192,275
8798,2012-01-02,1,1,1,13,1,0,0,3,0.1615,0.115,0.9095,0.1452,124,285,409
8799,2012-01-02,1,1,1,14,1,0,0,3,0.1729,0.1114,0.9219,0.1448,111,254,365
8800,2012-01-02,1,1,1,15,1,0,0,3,0.158,0.0916,0.953,0.1923,94,217,311
8801,2012-01-02,1,1,1,16,1,0,0,3,0.1724,0.0948,0.8867,0.1896,70,160,230
8802,2012-01-02,1,1,1,17,1,0,0,3,0.1559,0.1179,0.8791,0.1755,47,107,154
8803,2012-01-02,1,1,1,18,1,0,0,3,0.1535,0.1172,0.926,0.1682,30,68,98
8804,2012-01-02,1,1,1,19,1,0,0,3,0.1639,0.0847,0.8797,0.1818,12,28,40
8805,2012-01-02,1,1,1,20,1,0,0,3,0.1756,0.103,0.935,0.1974,9,19,28
8806,2012-01-02,1,1,1,21,1,0,0,3,0.1696,0.0826,0.9157,0.1427,3,7,10
8807,2012-01-02,1,1,1,22,1,0,0,3,0.169,0.1065,0.9336,0.2004,1,3,4
8808,2012-01-02,1,1,1,23,1,0,0,3,0.1788,0.0959,0.9432,0.1981,1,3,4
8809,2012-01-03,1,1,1,0,0,1,1,1,0.1294,0.1549,0.4272,0.1641,1,5,6
8810,2012-01-03,1,1,1,1,0,1,1,1,0.1404,0.1864,0.4006,0.1859,1,5,6
8811,2012-01-03,1,1,1,2,0,1,1,1,0.1396,0.1933,0.4409,0.1556,1,5,6
8812,2012-01-03,1,1,1,3,0,1,1,1,0.1347,0.1851,0.4351,0.2006,2,9,11
8813,2012-01-03,1,1,1,4,0,1,1,1,0.131,0.1819,0.4083,0.17,8,33,41
8814,2012-01-03,1,1,1,5,0,1,1,1,0.1307,0.1821,0.4965,0.1709,14,61,75
8815,2012-01-03,1,1,1,6,0,1,1,1,0.1213,0.1588,0.4644,0.1691,25,112,137
8816,2012-01-03,1,1,1,7,0,1,1,1,0.1404,0.1755,0.4859,0.1921,46,201,247
8817,2012-01-03,1,1,1,8,0,1,1,1,0.1202,0.1856,0.4055,0.1781,51,223,274
8818,2012-01-03,1,1,1,9,0,1,1,1,0.1446,0.1545,0.3993,0.1803,51,223,274
8819,2012-01-03,1,1,1,10,0,1,1,1,0.1423,0.1633,0.4284,0.1571,28,124,152
8820,2012-01-03,1,1,1,11,0,1,1,1,0.145,0.1637,0.4394,0.1689,15,68,83
8821,2012-01-03,1,1,1,12,0,1,1,1,0.112,0.1876,0.4224,0.16,10,46,56
8822,2012-01-03,1,1,1,13,0,1,1,1,0.1459,0.1686,0.4596,0.1774,11,49,60
8823,2012-01-03,1,1,1,14,0,1,1,1,0.1108,0.1626,0.4411,0.1816,23,101,124
8824,2012-01-03,1,1,1,15,0,1,1,1,0.1267,0.1743,0.4894,0.1881,49,214,263
8825,2012-01-03,1,1,1,16,0,1,1,1,0.115,0.1926,0.4443,0.1919,73,320,393
8826,2012-01-03,1,1,1,17,0,1,1,1,0.1155,0.1552,0.4895,0.1675,74,324,398
8827,2012-01-03,1,1,1,18,0,1,1,1,0.1242,0.1726,0.4786,0.2026,71,312,383
8828,2012-01-03,1,1,1,19,0,1,1,1,0.1149,0.1603,0.408,0.1585,42,187,229
8829,2012-01-03,1,1,1,20,0,1,1,1,0.1349,0.1801,0.4633,0.1453,21,95,116
8830,2012-01-03,1,1,1,21,0,1,1,1,0.1407,0.1643,0.402,0.17,9,41,50
8831,2012-01-03,1,1,1,22,0,1,1,1,0.112,0.1589,0.4536,0.1911,4,16,20
8832,2012-01-03,1,1,1,23,0,1,1,1,0.1187,0.1766,0.452,0.1539,1,6,7
8833,2012-01-04,1,1,1,0,0,2,1,1,0.2242,0.2541,0.5648,0.1342,1,5,6
8834,2012-01-04,1,1,1,1,0,2,1,1,0.2206,0.2272,0.5582,0.1398,1,5,6
8835,2012-01-04,1,1,1,2,0,2,1,1,0.2198,0.2413,0.5794,0.0964,1,4,5
8836,2012-01-04,1,1,1,3,0,2,1,1,0.2261,0.2304,0.6009,0.091,2,6,8
8837,2012-01-04,1,1,1,4,0,2,1,1,0.2078,0.2263,0.6288,0.0906,6,19,25
8838,2012-01-04,1,1,1,5,0,2,1,1,0.2143,0.2549,0.5772,0.1232,16,53,69
8839,2012-01-04,1,1,1,6,0,2,1,1,0.2364,0.2409,0.5684,0.1248,34,116,150
8840,2012-01-04,1,1,1,7,0,2,1,1,0.2105,0.2438,0.5556,0.0891,48,161,209
8841,2012-01-04,1,1,1,8,0,2,1,1,0.2144,0.2281,0.5976,0.1351,55,186,241
8842,2012-01-04,1,1,1,9,0,2,1,1,0.239,0.2324,0.6048,0.1276,50,169,219
8843,2012-01-04,1,1,1,10,0,2,1,1,0.2441,0.2339,0.5501,0.0891,26,86,112
8844,2012-01-04,1,1,1,11,0,2,1,1,0.2242,0.2524,0.6157,0.1146,18,61,79
8845,2012-01-04,1,1,1,12,0,2,1,1,0.23,0.2233,0.6367,0.142,8,29,37
8846,2012-01-04,1,1,1,13,0,2,1,1,0.2311,0.2325,0.628,0.1433,15,49,64
8847,2012-01-04,1,1,1,14,0,2,1,1,0.2261,0.229,0.6127,0.0881,24,81,105
8848,2012-01-04,1,1,1,15,0,2,1,1,0.2239,0.2563,0.6084,0.1355,49,165,214
8849,2012-01-04,1,1,1,16,0,2,1,1,0.2096,0.2533,0.6112,0.1047,61,205,266
8850,2012-01-04,1,1,1,17,0,2,1,1,0.2096,0.2568,0.5859,0.0977,84,285,369
8851,2012-01-04,1,1,1,18,0,2,1,1,0.2117,0.2388,0.563,0.0981,61,207,268
8852,2012-01-04,1,1,1,19,0,2,1,1,0.2365,0.2354,0.5772,0.1432,54,182,236
8853,2012-01-04,1,1,1,20,0,2,1,1,0.2097,0.2529,0.5649,0.1238,24,82,106
8854,2012-01-04,1,1,1,21,0,2,1,1,0.2271,0.2419,0.6103,0.1417,11,39,50
8855,2012-01-04,1,1,1,22,0,2,1,1,0.2188,0.2374,0.6347,0.1075,3,10,13
8856,2012-01-04,1,1,1,23,0,2,1,1,0.2328,0.2589,0.5629,0.0926,1,5,6
8857,2012-01-05,1,1,1,0,0,3,1,1,0.0608,0.0899,0.365,0.0872,1,5,6
8858,2012-01-05,1,1,1,1,0,3,1,1,0.0565,0.0588,0.4561,0.0726,1,5,6
8859,2012-01-05,1,1,1,2,0,3,1,1,0.0608,0.0877,0.437,0.0724,1,6,7
8860,2012-01-05,1,1,1,3,0,3,1,1,0.05,0.0716,0.4133,0.1007,2,8,10
8861,2012-01-05,1,1,1,4,0,3,1,1,0.067,0.0625,0.4455,0.076,7,33,40
8862,2012-01-05,1,1,1,5,0,3,1,1,0.0603,0.0854,0.3637,0.0934,12,58,70
8863,2012-01-05,1,1,1,6,0,3,1,1,0.0788,0.0568,0.3636,0.0875,22,105,127
8864,2012-01-05,1,1,1,7,0,3,1,1,0.0639,0.0615,0.4171,0.0686,43,205,248
8865,2012-01-05,1,1,1,8,0,3,1,1,0.0552,0.0763,0.4192,0.0984,39,184,223
8866,2012-01-05,1,1,1,9,0,3,1,1,0.0769,0.0782,0.3941,0.0613,42,200,242
8867,2012-01-05,1,1,1,10,0,3,1,1,0.068,0.0681,0.4174,0.0734,26,122,148
8868,2012-01-05,1,1,1,11,0,3,1,1,0.0753,0.0703,0.3841,0.1072,13,62,75
8869,2012-01-05,1,1,1,12,0,3,1,1,0.0756,0.0609,0.4003,0.093,9,44,53
